Q96MF0	Q96MF0
A7TM88	P47136
A8MRV9	A8MRV9
A8MRV9	Q9LD83
A8MRV9	Q9FLV9
A8MRV9	Q9ASQ7
A8MZ25	A8MZ25
C0HK92	C0HK92
C0HK92	C0HK92
C5DGS4	C5DGS4
C5DGS4	P36094
C5DGS4	C5E4H7
C5DGS4	A7TQU0
C5DZU3	C5DZU3
C5DZU3	Q59LV5
C5DZU3	A7TNI7
C5DZU3	O74787
C5DZU3	A4RHN5
C5DZU3	P05374
E7FA21	E7FA21
E7FA21	Q8TEV9
E7FA21	Q3UMB5
F4IQK5	F4IQK5
F4IQK5	Q9SK09
F4IQK5	F4JQG6
F4J077	F4J077
F4J077	Q94C98
F4J077	Q0WPK4
F4K460	F4K460
G2TRT3	G2TRT3
I6V1W0	I6V1W0
O00253	O00253
O00253	P42127
O04921	O04921
O04921	P16622
O04921	Q83SE5
O04921	P22830
O13955	O13955
O14080	O14080
O14207	O14207
O14349	O14349
O14349	Q5A8X9
O14349	Q99312
O15263	O15263
O49343	O49343
O75394	O75394
O75394	P36533
O75394	P0A7P4
O75394	P0A7P1
O77389	O77389
O80565	O80565
O80958	O80958
O81629	O81629
O81629	F4HSX9
O81629	Q9LII8
O94428	O94428
O94602	O94602
O94756	O94756
O94756	O74960
O94756	Q12230
O94756	P53252
P05113	P05113
P0C7P2	P0C7P2
P25650	P25650
P32603	P32603
P32603	P52911
P38232	P38232
P38866	P38866
P40997	P40997
P40997	Q01159
P42701	P42701
P42701	Q60837
P43537	P43537
P46670	P46670
P47128	P47128
P53234	P53234
P53941	P53941
P53941	Q5PQR5
P53941	O14180
P53941	Q9VKB4
P53941	Q7TND5
P53941	Q96G21
P53941	Q9H9Y2
P54661	P54661
P56389	P56389
P56389	Q9SU87
P56389	P32320
P56389	Q06549
P56389	P0ABF6
P56389	O65896
P56389	Q9S7S2
P82759	P82759
P93278	P93278
P93278	Q06646
P93278	P56384
P93278	Q06055
P93278	P48201
P93278	P05496
P93278	Q06645
P93278	A1XQS5
P93278	P32876
P93278	Q9CR84
P93278	P56383
P93278	P92541
P93278	Q3ZC75
P93278	P07926
Q04608	Q04608
Q09465	Q09465
Q0WQ75	Q0WQ75
Q0WUY1	Q0WUY1
Q10333	Q10333
Q12308	Q12308
Q12751	Q12751
Q15526	Q15526
Q15526	P09925
Q1H5E9	Q1H5E9
Q1RN00	Q1RN00
Q29PU4	Q29PU4
Q2M238	Q2M238
Q2M238	A6NIE6
Q2M238	B2RS91
Q2M238	Q9NYV6
Q2M238	P36070
Q2M238	Q10110
Q2M238	P48322
Q338N2	Q338N2
Q4KM45	Q4KM45
Q4KM45	Q9D1K7
P12579	P12579
P12579	P03421
P68593	P68593
Q92354	Q92354
Q92354	Q8JGR4
Q92354	Q07915
Q92354	P38665
Q92354	P24000
Q92354	P38666
Q92354	O74884
Q92354	Q8BP67
Q92354	P83731
Q92354	P83732
Q92354	Q10353
Q92354	Q9VJY6
Q92354	Q5A6A1
Q92354	Q9VGN9
Q92354	Q9UHA3
Q92354	O01868
Q92354	P04449
Q92354	Q42347
Q940J8	Q940J8
Q940J8	Q9SFF6
Q940J8	O80731
Q944A6	Q944A6
Q944A6	Q9LFY0
Q944A6	Q9QZH4
Q944A6	P78789
Q944A6	P12904
Q944A6	P38845
Q944A6	P53885
Q944A6	Q6PAM0
Q944A6	F4J117
Q944A6	P34164
Q944A6	P80385
Q944A6	P80386
Q944A6	Q04739
Q944A6	P80387
Q944A6	Q84VQ1
Q944A6	O43741
Q944A6	Q9MYP4
Q944A6	Q9Y478
Q944A6	O54950
Q944A6	Q5BIS9
Q944A6	Q9FEB5
Q944A6	Q91WG5
Q944A6	Q9UGI9
Q944A6	Q9SCY5
Q944A6	Q8BGM7
Q944A6	Q9R078
Q944A6	Q9UGJ0
Q94K71	Q94K71
Q95Q27	Q95Q27
Q9AV97	Q9AV97
Q9AV97	B0VQI5
Q9AV97	Q8XDE7
Q9AV97	Q9PIB8
Q9AV97	P39912
Q9AV97	A8AG06
Q9BRV3	Q9BRV3
Q9BRV3	O45102
Q9C778	Q9C778
Q9C9T2	Q9C9T2
Q9C9T2	F4JR57
Q9C9T2	A0A1U8IPT1
Q9C9T2	Q9FKL6
Q9C9T2	Q0WVV6
Q9C9T2	C0SV51
Q9CZQ9	Q9CZQ9
Q9FFJ8	Q9FFJ8
Q9FIN7	Q9FIN7
Q9FK23	Q9FK23
Q9H2L4	Q9H2L4
Q9H6L2	Q9H6L2
Q9LIQ9	Q9LIQ9
Q9LQR0	Q9LQR0
Q9LQR0	P59469
Q9LQR0	Q9SK08
Q9LQR0	Q9LNB9
Q9LQR0	Q9SN23
Q9LQR0	O22131
Q9LQR0	Q9FKZ3
Q9LQR0	Q9M886
Q9LSB9	Q9LSB9
Q9LSX7	Q9LSX7
Q9LV91	Q9LV91
Q9NV39	Q9NV39
Q9NYY1	Q9NYY1
Q9P7K2	Q9P7K2
Q9SAI2	Q9SAI2
Q9SAI2	Q9LXM4
Q9SAI2	Q9UFF9
Q9SAI2	Q9D8X5
Q9SAI2	Q9LEU4
Q9SAI2	Q9UIV1
Q9SAI2	P39008
Q9SAI2	Q9SKZ2
Q9SAI2	Q9SFX6
Q9SAI2	Q9FMS6
Q9SAI2	Q9C6M9
Q9SAI2	Q17345
Q9SAI2	O74856
Q9SCK2	Q9SCK2
Q9SIU2	Q9SIU2
Q9SRL4	Q9SRL4
Q9SRL4	Q8NFI3
Q9SRL4	Q8BX80
Q9STS7	Q9STS7
Q9SVQ1	Q9SVQ1
Q9UUH5	Q9UUH5
Q9VNE1	Q9VNE1
Q9Y693	Q9Y693
Q9Y7X6	Q9Y7X6
A0A0H2WWV6	A0A0H2WWV6
A0PJW8	A0PJW8
A0PJW8	P51397
A0PJW8	Q9QX67
A0PJW8	Q9D757
A0PJW8	Q91XC8
A1Z9A8	A1Z9A8
A1Z9A8	Q96EY7
A1Z9A8	Q14C51
A2AWT3	A2AWT3
A2AWT3	Q14CW9
A2AWT3	Q3UD01
A2AWT3	Q03067
A2AWT3	Q9VVR6
A2AWT3	Q96GX2
A6NDU8	A6NDU8
B0VQ53	B0VQ53
B0VQ53	Q9FBM1
F1MA98	F1MA98
F1MA98	F6ZDS4
H2KZH5	H2KZH5
K8ERU3	K8ERU3
O05410	O05410
O09111	O09111
O09111	Q9NX14
O13539	O13539
O14240	O14240
O14240	Q9HAF1
O14240	Q9VRN3
O14240	Q2VPQ9
O14240	Q59QC2
O31501	O31501
O32162	O32162
O32162	Q9ZS97
O32162	Q83KW2
O32162	P77522
O43030	O43030
O43030	P38260
O44476	O44476
O61787	O61787
O61787	Q03412
O61787	Q23593
O61787	Q19746
O61787	Q27295
O61787	Q9U3K5
O61787	Q23027
O61787	Q23157
O61787	O01634
O74893	O74893
O74893	P55828
O74893	A4FPM6
O74893	Q03201
O74893	P0A7R7
O74893	Q5A389
O74893	P38701
O74893	A1XQU9
O74893	P74226
O74893	P60866
O74893	P60867
O74893	P60868
O74893	P82664
O74893	Q04G86
O74893	P21471
O74893	P35686
O74893	P66330
O76906	O76906
O76906	Q6PG95
O80934	O80934
O80934	Q8W4D6
O80934	Q94EG6
O80934	O65502
O88038	O88038
O88393	O88393
O88393	Q03167
O95059	O95059
P05738	P05738
P05738	P17077
P05738	P51401
P05738	O23049
P05738	Q95Y90
P05738	O74905
P05738	A6QJ77
P05738	Q5HDX3
P05738	Q10232
P05738	P0AG55
P05738	P0AG57
P05738	P0AG58
P05738	P49209
P05738	P51410
P05738	P46898
P05738	Q9SZX9
P05738	P32904
P05738	Q8Y444
P05738	P32969
P0A6X3	P0A6X3
P0A909	P0A909
P0A9D2	P0A9D2
P0AG40	P0AG40
Q01329	Q01329
Q02242	Q02242
Q02242	Q15116
Q02457	Q02457
Q02754	Q02754
Q03233	Q03233
Q03373	Q03373
Q03652	Q03652
Q03764	Q03764
Q03764	P20485
Q04089	Q04089
Q04272	Q04272
Q04434	Q04434
Q04751	Q04751
Q04ML1	Q04ML1
Q04ML1	A1JS01
Q04ML1	A4FPJ2
Q04ML1	Q97EK6
Q04ML1	P0A7Z4
Q04ML1	P0A7Z6
Q04ML1	P0A7Z9
Q04ML1	P66699
Q04ML1	P0C500
Q04ML1	P9WGZ1
Q06032	Q06032
Q06833	Q06833
Q07629	Q07629
Q07834	Q07834
Q08496	Q08496
Q08906	Q08906
Q09474	Q09474
Q09474	P48775
Q09474	P48776
Q09474	P21643
Q0EEE2	Q0EEE2
Q0EEE2	Q3KNS1
Q0ZCJ7	Q0ZCJ7
Q0ZCJ7	Q969V6
Q0ZCJ7	Q8VIM5
Q0ZCJ7	Q6ZN01
Q0ZCJ7	Q8IZQ8
Q0ZCJ7	P59759
Q0ZCJ7	Q8K4J6
Q10268	Q10268
Q10663	Q10663
Q10663	P30952
Q10663	Q12031
Q10663	P28240
Q10663	O07717
Q10663	P0A9G6
Q10663	P08997
Q10663	P21826
Q10663	O49290
Q10663	P28297
Q12050	Q12050
Q12342	Q12342
Q12453	Q12453
Q12507	Q12507
Q12754	Q12754
Q13323	Q13323
F4JG10	F4JG10
F4JG10	A0A1P8AWH8
F4JG10	O80596
F4KD71	F4KD71
F4KD71	P33413
G2TRR9	G2TRR9
O02334	O02334
O02334	P49643
O02334	P20457
O02334	O89044
O02334	P33610
O13671	O13671
O13671	Q04175
O13671	Q9XZU1
O13671	P33307
O13671	Q9ERK4
O13671	P55060
O13671	Q9ZPY7
O13671	Q8K2V6
O13954	O13954
O14068	O14068
O14202	O14202
O22793	O22793
O22793	O48582
O35595	O35595
O35595	Q9Y6C5
O35595	P18502
O35595	Q09614
O35595	H2L0G5
O35595	Q61115
O42958	O42958
O48529	O48529
O74444	O74444
O77384	O77384
O94427	O94427
O94600	O94600
O94731	O94731
O97336	O97336
P03878	P03878
P03878	Q9ZZX1
P03878	P03875
P03878	P03879
P03878	P60162
P03878	P56773
P03878	P9WP37
P03878	P03882
P03878	P9WP67
P03878	P23230
P03878	P9WP71
P03878	P28056
P03878	O21044
P03878	P00401
P03878	P03873
P03878	P03876
P03878	O79429
P03878	P03877
P03878	P00395
P03878	Q06473
P03878	P00156
P03878	P00159
P03878	Q57038
P03878	Q5HH25
P03878	P39480
P03878	P39481
P03878	Q9ZZX0
P0CE67	P0CE67
P11655	P11655
P11655	P25365
P12471	P12471
P12471	P14277
P12471	Q9SYW8
P12471	Q10HD0
P12471	A2XJ35
P12471	Q9S7J7
P12471	Q9XF87
P12471	Q9XF89
P12471	P14273
P12471	Q9S7M0
P12471	Q93WD2
P12471	Q9SY97
P12471	P0DO19
P12471	P0DO18
P12471	Q9S7W1
P12471	P06671
P12471	P07370
P12471	P0CJ48
P12471	P04778
P12471	Q9C639
P12471	P09756
P12471	Q9SHR7
P12471	P93664
P12471	Q9XF88
P12471	P12329
P12471	Q00827
P12471	P12330
P12471	P12333
P12471	Q07473
P12471	P27497
P12471	Q9C9K1
P12471	P27524
P12471	P27521
P12471	P27525
P12471	P12331
P12471	P14276
Q10060	Q10060
Q10189	Q10189
Q107X0	Q107X0
Q12021	Q12021
Q12749	Q12749
Q12749	Q08204
Q12749	O13710
Q15517	Q15517
Q19541	Q19541
Q1H5D2	Q1H5D2
Q1RM09	Q1RM09
Q1RM09	Q91XV3
Q1RM09	Q05175
Q1RM09	P80723
Q2R1V8	Q2R1V8
Q2R1V8	Q93VR3
Q2R1V8	A3C4S4
Q2R1V8	A2Z7B3
Q2WGJ8	Q2WGJ8
Q3B8R1	Q3B8R1
Q3B8R1	Q5T6L9
Q3TVW5	Q3TVW5
Q3TVW5	Q9BT92
Q42368	Q42368
Q42368	Q75KR1
Q42368	O23404
Q42368	P11155
Q42368	Q6AVA8
Q4F883	Q4F883
Q5M755	Q5M755
P04289	P04289
Q93WG3	Q93WG3
Q94F20	Q94F20
Q96EM0	Q96EM0
Q96KT6	Q96KT6
Q9CWP9	Q9CWP9
Q9CWP9	A6NEV1
Q9D806	Q9D806
Q9FF41	Q9FF41
Q9FF41	Q9C9N6
Q9FG31	Q9FG31
Q9FGN0	Q9FGN0
Q9FK14	Q9FK14
Q9FK14	Q9LJ95
Q9FNY3	Q9FNY3
Q9FNY3	Q64163
Q9FNY3	Q14186
Q9FNY3	Q22703
Q9FNY3	Q14188
Q9FNY3	Q9FNY2
Q9FNY3	Q08639
Q9FNY3	Q24318
Q9FNY3	Q5H9I0
Q9GZY1	Q9GZY1
Q9LDD5	Q9LDD5
Q9LMY5	Q9LMY5
Q9LRW3	Q9LRW3
Q9LV90	Q9LV90
Q9LVQ4	Q9LVQ4
Q9LVQ4	Q9LK53
Q9LVQ4	Q9FWW5
Q9LX49	Q9LX49
Q9LX49	Q9D711
Q9LX49	O00625
Q9LZV9	Q9LZV9
Q9LZV9	Q9XFS7
Q9M9U5	Q9M9U5
Q9M9U5	Q9CA69
Q9M9U5	Q9CAK4
Q9NA13	Q9NA13
O94488	O94488
O94653	O94653
O94653	Q14692
O94653	Q08965
O95274	O95274
O95274	Q91YK8
P01160	P01160
P01160	P01161
P01160	P05125
P01582	P01582
P01582	P01583
P06779	P06779
P08066	P08066
P0A6W9	P0A6W9
P0A904	P0A904
P0AF69	P0AF69
P0AG30	P0AG30
P0AG30	Q03222
P0AG30	P9WHF3
P32385	P32385
P32525	P32525
P34130	P34130
P34130	P20783
P34130	P01138
P34130	P18280
P34130	P01139
P34130	P23560
P34130	P21237
P34253	P34253
P34643	P34643
P35194	P35194
P36092	P36092
P36534	P36534
P36683	P36683
P36683	P74582
P37538	P37538
P38065	P38065
P38180	P38180
P38238	P38238
P38238	P0C0R8
P38238	Q59KF3
P38238	Q8IY81
P38238	Q5RJT2
P38238	P25582
P38238	Q9P6V8
P38238	O42832
P38238	Q9UI43
P38238	P53123
P38238	Q9UET6
P38238	Q9DBE9
P38238	Q9CPY0
P38793	P38793
P38793	C0H537
P38793	Q9D0C4
P38840	P38840
P38986	P38986
P39996	P39996
P40456	P40456
P40456	P36168
P40496	P40496
P40933	P40933
P42845	P42845
P45742	P45742
P48382	P48382
P48382	D3YU81
P48382	P48377
P48382	P48378
P48382	P48379
P48382	P48380
P48382	P48381
P48382	P48743
P48382	P48383
P48382	A0JMF8
P48382	Q5AMQ6
P48382	Q8HWS3
P48382	Q9JL61
P48382	B2GV50
P48382	Q33E94
P48382	Q8C7R7
P48382	F8VPJ6
P48382	P22670
P89114	P89114
P9WIZ9	P9WIZ9
P9WIZ9	P9WL07
P9WIZ9	P9WIZ7
P9WLI1	P9WLI1
P9WME1	P9WME1
P9WMV1	P9WMV1
P9WNJ3	P9WNJ3
P9WQH7	P9WQH7
P9WQH7	Q99MN9
P9WQH7	P56765
P9WQH7	Q5HF73
P9WQH7	Q3ULD5
P9WQH7	Q9HCC0
P9WQH7	C0SP93
P9WQH7	P0ABD7
P9WQH7	P0ABD5
P9WQH7	P07633
P9WQH7	O53578
P9WQH7	Q92TC7
P9WQH7	Q97DB2
P9WQH7	P05166
P9WQH7	Q9LD43
Q01722	Q01722
Q01950	Q01950
Q03080	Q03080
Q03609	Q03609
Q03609	P32744
Q04007	Q04007
Q04399	Q04399
Q04839	Q04839
Q06346	Q06346
Q06346	O13994
Q07350	Q07350
Q08271	Q08271
Q08271	O13318
Q08271	Q03655
Q08271	Q06135
Q08271	P43076
Q08271	P22146
Q09743	Q09743
Q0KL00	Q0KL00
Q0KL00	Q8CD54
Q0KL00	E2JF22
Q0KL00	Q9H5I5
Q0V8M0	Q0V8M0
Q0V8M0	Q9VTU0
Q10203	Q10203
Q12092	Q12092
P53013	P53013
P53013	Q149F3
P53013	Q01372
P53013	Q9HGI8
P53013	P68104
P53013	P62630
P53013	P10126
P53013	P0CT32
P53013	P0CT31
P53013	P0CY35
P53013	Q92005
P53013	P08736
P53013	Q5VTE0
P53013	Q8R050
P53013	P0CT54
P53013	P0CT55
P53013	P0CT53
P53013	P0CT54
P53013	P0CT55
P53013	P0CT53
P53013	P0CT55
P53013	P62631
P53013	P62632
P53013	Q05639
P53013	P02994
P53013	P32769
P53013	Q43870
P53013	O34764
P53013	O74774
P53013	Q02196
P53013	P17196
P53013	Q03033
P53013	Q60967
P53013	Q9P7G9
P53013	P05453
P53013	P72940
P53013	Q69ZS7
P53013	P9WNM5
P53013	P0DH99
P53013	Q0WL56
P53013	Q9Y872
P53013	O88428
P53013	Q08491
P53013	Q8IYD1
P53013	P05303
P53013	O95340
P53013	Q9W074
P53013	Q9Y450
P53013	P78937
P53013	Q6AXM7
P53013	B0R8C3
P53013	P74241
P53013	Q43295
P53013	Q41803
P53013	Q9SRW7
P53013	P29520
P53013	O74718
P53013	O43252
P53013	P08536
P53013	Q2KHZ2
P53094	P53094
P53094	Q6PDJ6
P53094	P32634
P53094	Q6P3S6
P53207	P53207
P53265	P53265
P53326	P53326
P53736	P53736
P54601	P54601
P55872	P55872
P55872	Q97GK5
P55872	O88060
P55872	Q94B52
P55872	P0A709
P55872	P0A707
P58043	P58043
P58043	Q9CYP7
P58043	P58004
P58043	P58005
P58043	P58006
P58043	Q9Y6P5
P58043	Q9W1K5
P59107	P59107
P60422	P60422
P60422	P60424
P60422	P60429
P60422	Q97EI1
P60422	P92812
P60422	P73317
P60422	Q9V3G1
P60422	P0C496
P60422	P0CT70
P60422	P0CT71
P60422	P0CT72
P60422	P0CT71
P60422	P0CT72
P60422	Q498T4
P60422	P62919
P60422	P62917
P60422	P62918
P60422	P93311
P60422	P46286
P60422	P0CX46
P60422	P0CX45
P60422	P42919
P60422	Q9XVF7
P60422	Q4PSL7
P60422	A0A1D8PF08
P60422	C5BGM2
P60422	Q9D773
P60422	Q5T653
P60422	Q0P3L9
P60422	P13023
P60422	Q42064
P61518	P61518
P61518	P61517
P61518	Q54735
P61518	P53615
P61518	Q94CE3
P61518	Q9ZUC2
P61518	Q94CE4
P61518	O94255
P61518	P27140
P61518	P40880
P63634	P63634
P67080	P67080
P67080	Q9Z2Y8
P67080	O94903
P67080	P38197
P67080	Q1ZXI6
P68206	P68206
P71088	P71088
P77172	P77172
P78032	P78032
P78032	P06612
P78032	P9WG49
P78032	P9WG48
P78032	P73810
P80886	P80886
P80886	P53312
P80886	Q9P2R7
P80886	P53588
P80886	Q5HGI7
P80886	P0A836
P80886	P0A838
P80886	P0A839
P80886	Q96I99
P80886	O82662
P80886	P53593
P80886	Q9Z2I8
P80886	O97580
P80886	Q9Z2I9
P80886	Q9KY56
P80886	Q9P567
P80886	Q02K73
P81921	P81921
P87129	P87129
P9WFH7	P9WFH7
P9WFH7	P9WFH5
P9WFH7	P9WFI5
P9WFH7	P9WFI4
P9WIC5	P9WIC5
P0C866	P0C866
P0C866	Q3UVG3
P0C866	Q658Y4
P0CG20	P0CG20
P0CG20	Q8BH05
P0CG20	Q32MQ0
P13985	P13985
P14907	P14907
P15807	P15807
P19812	P19812
P22141	P22141
P22141	Q9LST6
P22141	P49721
P22141	P40307
P22141	Q9VQE5
P22141	Q9R1P3
P23522	P23522
P24073	P24073
P25028	P25028
P25158	P25158
P25398	P25398
P25398	P63323
P25398	P48589
P25398	O97249
P25398	P63324
P25398	O14062
P25398	P48316
P25398	P22339
P25398	P49196
P25398	O74322
P25398	P80455
P25398	Q5ADQ6
P25398	Q9S9P1
P25398	P24522
P25398	Q9SKZ3
P25587	P25587
P25688	P25688
P25688	P09118
P27414	P27414
P27414	P73930
P27414	Q9DBG7
P27414	P21565
P27414	P37106
P27414	Q6AYB5
P27414	P61011
P27414	P14576
P27414	P37107
P27414	P20424
P27414	O07853
P27414	P9WGD9
P27414	P9WGD8
P27414	P10121
P27414	O80842
P27414	P74214
P27414	P32916
P27414	O43032
P27414	P49967
P27414	Q9U5L1
P48240	P48240
P53112	P53112
P53280	P53280
P53949	P53949
P53949	P50946
P53949	Q9UUF3
P53949	P53965
P55981	P55981
P60508	P60508
P60508	Q9UQF0
P60508	B6SEH9
P60508	P10404
P60508	P11370
P60508	P60507
P60508	P60509
P60508	P61550
P60508	P60608
P60508	Q9N2J8
P60508	Q9N2K0
P60508	B6SEH8
P62341	P62341
P64490	P64490
P71977	P71977
P73152	P73152
P73545	P73545
P75310	P75310
P75736	P75736
P75736	P53219
P77510	P77510
P86252	P86252
P86252	Q96QR8
P86252	P42669
P86252	Q8R4E6
P86252	Q94230
P86252	Q9SKZ1
P86252	Q6PHK6
P86252	Q9UJV8
P86252	Q00577
P86252	Q68A21
P86252	O35295
P9WFQ1	P9WFQ1
P9WFQ1	P9WFQ0
P9WGF3	P9WGF3
P9WGF3	P9WGF2
P9WGF3	Q9NTJ3
P9WGF3	Q9SN90
P9WGF3	Q14683
P9WGF3	O01789
P9WGF3	O42649
P9WGF3	P41004
P9WGF3	P97690
P9WGF3	P48996
P9WGF3	Q09591
P9WGF3	Q8CG47
P9WGF3	Q8CG48
P9WGF3	P38989
P9WGF3	P32908
P9WGF3	Q9C5Y4
P9WGF3	P47037
P9WGF3	B2FDA8
P9WGF3	Q9FJL0
P9WGF3	Q12267
P9WGF3	Q920F6
P9WGF3	Q9Z1M9
P9WGF3	Q9CU62
P9WGF3	G5EG17
P9WGF3	O95347
P9WGF3	Q20060
P9WGF3	O94383
P9WGF3	P53692
P9WGF3	O33600
P9WGF3	Q9UQE7
P9WGF3	Q9CW03
P9WJ97	P9WJ97
P9WJ97	P9WJ96
P9WKP5	P9WKP5
P9WLN7	P9WLN7
P9WLN7	P9WLN6
Q02866	Q02866
Q02EA7	Q02EA7
Q02UB7	Q02UB7
Q03648	Q03648
Q03758	Q03758
Q03758	P48524
Q03758	P53755
Q03758	P53754
Q03913	Q03913
Q04080	Q04080
Q04233	Q04233
Q04430	Q04430
Q04430	Q8K4K6
Q04430	Q8TE04
Q04430	O80765
Q04430	Q9BZ23
Q04430	Q8L5Y9
Q04430	Q80YV4
Q04430	O74962
Q04430	Q0J035
Q04430	Q923S8
Q04430	Q8R2W9
Q04430	Q9H999
Q04632	Q04632
Q05543	Q05543
Q06250	Q06250
Q06679	Q06679
Q08206	Q08206
Q08492	Q08492
Q09267	Q09267
Q09877	Q09877
Q09877	Q03441
Q09877	Q9NWS8
Q09877	O74446
Q09877	P43620
Q969F2	Q969F2
Q969F2	Q8VE28
Q969F2	Q99MH6
Q969F2	Q969G9
Q969F2	Q9VVV9
Q969S0	Q969S0
Q96A22	Q96A22
Q96A22	Q9D8L0
Q96B96	Q96B96
Q96DZ7	Q96DZ7
Q96GM8	Q96GM8
Q96GM8	Q9D2E2
Q96NH3	Q96NH3
Q96QA6	Q96QA6
Q96QA6	Q5XID5
Q96QA6	Q96NS1
Q96QA6	Q9URW3
Q96QA6	P61237
Q96QA6	P61236
Q96QA6	Q9C777
Q96QA6	P62700
Q96QA6	P62699
Q96QA6	O60688
Q96QA6	P38191
Q96QA6	A0A1D8PLT8
Q96QA6	Q9LY56
Q97U29	Q97U29
Q99J19	Q99J19
Q9BS91	Q9BS91
Q9BS91	Q921R7
Q9CPY1	Q9CPY1
Q9CPY1	Q4U2R6
Q9CPY1	Q9VLJ9
Q9CQ86	Q9CQ86
Q9CQ86	Q9BRT3
Q9CX25	Q9CX25
Q6UW68	Q6UW68
Q7Z2R9	Q7Z2R9
Q80YT7	Q80YT7
Q80YT7	Q5TAG4
Q80YT7	Q96M43
Q80YT7	A0A087WUL8
Q80YT7	Q8N660
Q80YT7	P54623
Q80YT7	Q5VWK0
Q80YT7	Q9H094
Q80YT7	P0C2Y1
Q80YT7	Q96SN8
Q80YT7	Q8K389
Q80YT7	Q9WUJ3
Q80YT7	Q86T75
Q8BGD6	Q8BGD6
Q8BGD6	Q8NBW4
Q8BGD6	Q19425
Q8BI71	Q8BI71
Q8BI71	Q86VI1
Q8BP40	Q8BP40
Q8BP40	Q9NPH0
Q8BUE7	Q8BUE7
Q8BUE7	Q8N307
Q8C5P7	Q8C5P7
Q8C5P7	Q498E2
Q8C5P7	Q86YL5
Q8CGS5	Q8CGS5
Q8CGS5	Q80Y81
Q8CGS5	F4J1H7
Q8CGS5	Q9BQ52
Q8IIG7	Q8IIG7
Q8IYA6	Q8IYA6
Q8IYA6	Q3V1H1
Q8IYA6	Q8WWK9
Q8IYA6	Q7TS74
Q8MSS1	Q8MSS1
Q8N4B4	Q8N4B4
Q8NBQ7	Q8NBQ7
Q8R080	Q8R080
Q8R1B5	Q8R1B5
Q8TAL6	Q8TAL6
Q8TAL6	Q9CQS3
Q8TGN9	Q8TGN9
Q8WUX2	Q8WUX2
Q8WUX2	P32656
Q8WWF1	Q8WWF1
Q8WY41	Q8WY41
Q91W96	Q91W96
Q91W96	P34441
Q91W96	Q9UJX5
Q9CYV5	Q9CYV5
Q9CYV5	Q86UB9
Q9D0Z3	Q9D0Z3
Q9D0Z3	Q6P2H8
Q9D611	Q9D611
Q9D611	Q9BR26
Q9D8X1	Q9D8X1
Q9D8X1	Q9NTM9
Q9DAM7	Q9DAM7
Q9DAM7	Q8WUH6
Q9EQZ1	Q9EQZ1
Q9EQZ1	Q24523
Q9EQZ1	Q99576
Q9EQZ1	Q9Y3Q8
Q9EQZ1	O75157
Q9EQZ1	P62501
Q9EQZ1	Q9Z2S7
Q9EQZ1	Q3B8N7
Q9EQZ1	E9Q7M2
Q9EQZ1	Q9EQN3
Q9EQZ1	Q15714
Q9EQZ1	P62500
Q9EST3	Q9EST3
Q9EST3	Q8IH18
Q9EST3	Q9NRA8
Q9GZC8	Q9GZC8
Q9H269	Q9H269
Q9H269	Q920Q4
Q9H269	Q9UT38
Q9H269	Q9VHG1
Q9H269	Q93VQ0
Q9H7C9	Q9H7C9
Q9H7C9	Q8R0P4
Q9H8X2	Q9H8X2
Q9H9J2	Q9H9J2
Q9H9J2	Q9CY73
Q9HBL8	Q9HBL8
Q9HDV6	Q9HDV6
Q9HUF7	Q9HUF7
Q9NQA3	Q9NQA3
Q9NQA3	B2RYF7
Q9NQA3	O18195
Q9NQA3	Q7JW27
Q9NQA3	A8K0Z3
Q9NQA3	Q6VEQ5
Q9NQA3	A8MWX3
Q9NQA3	Q8VDD8
Q9NQA3	C4AMC7
Q9Y738	Q9Y738
Q9Y738	P39731
Q9Y803	Q9Y803
Q9Y803	Q8IQ13
Q9Y803	Q3THJ3
Q9Y803	Q5RKI6
Q9Y803	Q8N9N8
A1L1L2	A1L1L2
A1L1L2	Q8BM55
A2RU48	A2RU48
A6PVL3	A6PVL3
A8IRJ7	A8IRJ7
A8MZ26	A8MZ26
C5DGU9	C5DGU9
C5DGU9	O43024
C5DGU9	P35732
C5DGU9	C5E4K0
C5E006	C5E006
C8KI33	C8KI33
D3YZZ2	D3YZZ2
F4J0A8	F4J0A8
F4J0A8	P13674
F4J0A8	F4JZ24
F4J0A8	Q7Z4N8
F4J0A8	Q9NXG6
F4J0A8	Q60715
F4J0A8	O15460
F4J0A8	Q60716
F4J8G7	F4J8G7
F4J8G7	A2AIV2
F4J8G7	Q69YN4
F4J8G7	Q9W1R5
F4JSE7	F4JSE7
F4KDA6	F4KDA6
G5EGU9	G5EGU9
O00258	O00258
O13681	O13681
O14222	O14222
P53249	P53249
P61365	P61365
P82795	P82795
P93292	P93292
P93292	P54205
P93292	P00874
P93292	P0C512
P93292	P0C511
P93292	Q44176
P93292	O03042
P93292	P11383
P93292	P56648
P93292	Q0P3J3
P93292	B3TN59
Q02983	Q02983
Q04613	Q04613
Q08C75	Q08C75
Q08C75	Q16572
Q08C75	P54219
Q08C75	Q8BRU6
Q08C75	Q05940
Q08C75	O74852
Q08C75	Q01827
Q08C75	Q62666
Q08C75	O35304
Q10067	Q10067
Q10195	Q10195
Q12045	Q12045
Q1HCM0	Q1HCM0
Q1HCM0	Q8TAT2
Q1T7F1	Q1T7F1
Q1ZYL8	Q1ZYL8
Q29PZ2	Q29PZ2
Q29PZ2	Q9C593
