id,psp_length,pdb_structure_length,length_matches
P14210,728,728,True
P14211,416,416,True
P14220,168,168,True
P14222,555,555,True
P14231,290,290,True
P14234,517,517,True
P14246,523,523,True
P14270,803,803,True
P14272,638,638,True
P14314,528,528,True
P14316,349,349,True
P14317,486,486,True
P14324,419,419,True
P14373,513,513,True
P14384,443,443,True
P14404,1232,1232,True
P14406,83,83,True
P14408,507,507,True
P14410,1827,1827,True
P14415,290,290,True
P14416,443,443,True
P14426,362,362,True
P14427,368,368,True
P14429,334,334,True
P14430,326,326,True
P14543,1247,1247,True
P14550,325,325,True
P14555,144,144,True
P14568,412,412,True
P14576,504,504,True
P14598,390,390,True
P14602,209,209,True
P14604,290,290,True
P14616,1297,1297,True
P14618,531,531,True
P14621,99,99,True
P14625,803,803,True
P14635,433,433,True
P14646,736,736,True
P14649,208,208,True
P14651,431,431,True
P14652,356,356,True
P14659,633,633,True
P14668,319,319,True
P14669,324,324,True
P14672,509,509,True
P14678,240,240,True
P14679,529,529,True
P14685,530,530,True
P14719,567,567,True
P14732,600,600,True
P14733,588,588,True
P14735,1019,1019,True
P14753,507,507,True
P14770,177,177,True
P14778,569,569,True
P14780,707,707,True
P14784,551,551,True
P14824,673,673,True
P14841,140,140,True
P14842,471,471,True
P14854,86,86,True
P14859,743,743,True
P14866,589,589,True
P14867,456,456,True
P14868,501,501,True
P14869,317,317,True
P14873,2464,2464,True
P14882,737,737,True
P14901,289,289,True
P14902,403,403,True
P14920,347,347,True
P14921,441,441,True
P14923,745,745,True
P14925,976,976,True
P14927,111,111,True
P15036,469,469,True
P15037,468,468,True
P15056,766,766,True
P15066,341,341,True
P15083,769,769,True
P15085,419,419,True
P15088,417,417,True
P15090,132,132,True
P15104,373,373,True
P15105,373,373,True
P15116,906,906,True
P15119,244,244,True
P15121,316,316,True
P15127,1383,1383,True
P15144,967,967,True
P15146,1861,1861,True
P15151,417,417,True
P15153,192,192,True
P15169,458,458,True
P15170,499,499,True
P15172,320,320,True
P15173,224,224,True
P15205,2459,2461,False
P15207,902,902,True
P15208,1372,1372,True
P15209,821,821,True
P15257,628,628,True
P15259,253,253,True
P15260,489,489,True
P15261,477,477,True
P15291,398,398,True
P15304,1068,1068,True
P15307,587,587,True
P15309,386,386,True
P15311,586,586,True
P15313,513,513,True
P15314,329,329,True
P15327,259,259,True
P15331,475,475,True
P15336,505,505,True
P15337,341,327,False
P15374,230,230,True
P15375,242,242,True
P15379,778,778,True
P15381,2171,2171,True
P15382,129,129,True
P15383,130,130,True
P15385,655,655,True
P15387,857,857,True
P15388,511,511,True
P15389,2019,2019,True
P15390,1840,1840,True
P15391,556,556,True
P15392,494,494,True
P15407,271,271,True
P15408,326,326,True
P15409,348,348,True
P15428,266,266,True
P15429,434,434,True
P15431,474,474,True
P15498,845,845,True
P15501,199,199,True
P15502,786,786,True
P15508,2128,2128,True
P15509,400,400,True
P15514,252,252,True
P15515,57,57,True
P15529,392,392,True
P15530,228,228,True
P15531,152,152,True
P15532,152,152,True
P15533,496,496,True
P15538,503,503,True
P15559,274,274,True
P15586,552,552,True
P15620,580,580,True
P15621,663,663,True
P15622,560,560,True
P15626,218,218,True
P15650,430,430,True
P15655,154,154,True
P15656,264,264,True
P15702,395,395,True
P15709,284,284,True
P15720,174,174,True
P15735,406,406,True
P15791,533,533,True
P15806,651,651,True
P15812,388,388,True
P15813,335,335,True
P15814,213,213,True
P15823,515,515,True
P15848,533,533,True
P15863,534,534,True
P15864,212,212,True
P15865,219,219,True
P15880,293,293,True
P15882,459,459,True
P15884,667,667,True
P15887,403,403,True
P15907,406,406,True
P15918,1043,1043,True
P15919,1040,1040,True
P15920,856,856,True
P15923,654,654,True
P15927,270,270,True
P15941,1255,1255,True
P15943,765,765,True
P15945,261,261,True
P15954,63,63,True
P15975,1069,1069,True
P15976,413,413,True
P15991,213,213,True
P15999,553,553,True
P16014,677,677,True
P16015,260,260,True
P16035,220,220,True
P16036,356,356,True
P16045,135,135,True
P16050,662,662,True
P16053,858,858,True
P16054,737,737,True
P16056,1379,1379,True
P16066,1061,1061,True
P16067,1047,1047,True
P16070,742,742,True
P16083,231,231,True
P16086,2472,2472,True
P16092,822,822,True
P16104,142,143,False
P16109,830,830,True
P16110,264,264,True
P16112,2530,2530,True
P16118,471,471,True
P16125,334,334,True
P16144,1822,1822,True
P16150,400,400,True
P16152,277,277,True
P16157,1881,1881,True
P16219,412,412,True
P16220,327,327,True
P16233,465,465,True
P16234,1089,1089,True
P16235,700,700,True
P16254,110,110,True
P16258,809,809,True
P16260,332,332,True
P16277,499,499,True
P16278,677,677,True
P16283,1227,1227,True
P16284,738,738,True
P16290,253,253,True
P16294,471,471,True
P16297,539,539,True
P16298,524,524,True
P16303,565,565,True
P16305,453,453,True
P16310,638,638,True
P16330,420,420,True
P16331,453,453,True
P16332,748,748,True
P16333,377,377,True
P16372,489,489,True
P16373,653,634,False
P16381,660,660,True
P16382,810,810,True
P16383,781,781,True
P16388,495,495,True
P16389,499,499,True
P16390,528,528,True
P16401,226,226,True
P16402,221,221,True
P16403,213,213,True
P16406,945,945,True
P16409,200,200,True
P16410,223,223,True
P16415,610,610,True
P16422,314,314,True
P16435,677,677,True
P16443,325,325,True
P16444,411,411,True
P16446,271,271,True
P16452,691,691,True
P16455,207,207,True
P16460,412,412,True
P16471,622,622,True
P16473,764,764,True
P16499,860,860,True
P16519,638,638,True
P16520,340,340,True
P16527,281,281,True
P16546,2472,2472,True
P16562,243,243,True
P16563,243,243,True
P16573,519,519,True
P16581,610,610,True
P16591,822,822,True
P16610,390,390,True
P16615,1042,1042,True
P16617,417,417,True
P16627,641,641,True
P16638,1100,1100,True
P16662,529,529,True
P16671,472,472,True
P16858,333,333,True
P16860,134,134,True
P16870,476,476,True
P16871,459,459,True
P16872,459,459,True
P16879,822,822,True
P16882,650,650,True
P16884,1072,1072,True
P16885,1265,1265,True
P16930,419,419,True
P16949,149,149,True
P16951,487,487,True
P16970,659,659,True
P16989,372,372,True
P17010,805,805,True
P17012,799,799,True
P17014,697,697,True
P17017,642,642,True
P17019,563,499,False
P17020,682,682,True
P17021,662,662,True
P17022,549,549,True
P17023,458,458,True
P17024,532,532,True
P17025,639,639,True
P17026,224,224,True
P17027,643,643,True
P17028,368,368,True
P17029,563,563,True
P17030,456,456,True
P17031,533,533,True
P17032,561,561,True
P17035,718,718,True
P17036,446,446,True
P17038,809,809,True
P17039,623,623,True
P17040,1043,1043,True
P17041,273,273,True
P17047,415,415,True
P17050,411,411,True
P17066,643,643,True
P17074,145,145,True
P17081,205,205,True
P17095,107,107,True
P17096,107,107,True
P17097,686,686,True
P17098,575,575,True
P17105,459,459,True
P17125,410,410,True
P17141,594,594,True
P17152,192,192,True
P17156,633,633,True
P17174,413,413,True
P17181,557,557,True
P17182,434,434,True
P17183,434,434,True
P17213,487,487,True
P17220,234,234,True
P17225,555,527,False
P17252,672,672,True
P17257,162,162,True
P17267,417,417,True
P17275,347,347,True
P17289,491,491,True
P17290,444,444,True
P17301,1181,1181,True
P17302,382,382,True
P17325,334,334,True
P17342,541,541,True
P17405,631,631,True
P17425,520,520,True
P17426,977,977,True
P17427,938,938,True
P17431,338,338,True
P17433,272,272,True
P17439,515,515,True
P17475,411,411,True
P17480,764,764,True
P17481,243,243,True
P17482,250,250,True
P17483,251,251,True
P17509,224,224,True
P17516,323,323,True
P17532,447,447,True
P17535,347,347,True
P17538,263,263,True
P17540,419,419,True
P17542,331,331,True
P17544,483,483,True
P17563,472,472,True
P17564,657,657,True
P17568,137,137,True
P17599,706,706,True
P17600,705,705,True
P17612,351,351,True
P17625,704,704,True
P17643,537,537,True
P17655,700,700,True
P17658,529,529,True
P17661,470,470,True
P17665,63,63,True
P17676,345,345,True
P17677,238,238,True
P17679,413,413,True
P17693,338,338,True
P17706,415,415,True
P17707,334,334,True
P17708,333,333,True
P17710,974,974,True
P17735,454,454,True
P17742,164,164,True
P17751,249,249,True
P17752,444,444,True
P17764,424,424,True
P17809,492,492,True
P17812,591,591,True
P17813,658,658,True
P17844,614,614,True
P17858,780,780,True
P17861,261,261,True
P17918,261,261,True
P17927,2039,2039,True
P17931,250,250,True
P17936,291,291,True
P17947,270,270,True
P17948,1338,1338,True
P17950,221,221,True
P17955,525,525,True
P17980,439,439,True
P17987,556,556,True
P17988,291,291,True
P18031,435,435,True
P18052,829,829,True
P18054,663,663,True
P18065,325,325,True
P18074,760,760,True
P18075,431,431,True
P18077,110,110,True
P18084,799,799,True
P18085,180,180,True
P18088,593,593,True
P18090,466,466,True
P18121,224,224,True
P18124,248,248,True
P18146,543,543,True
P18155,350,350,True
P18163,699,699,True
P18165,486,486,True
P18206,1134,1134,True
P18242,410,410,True
P18246,383,383,True
P18265,483,483,True
P18266,420,420,True
P18292,617,617,True
P18293,1057,1057,True
P18297,262,262,True
P18331,424,424,True
P18337,372,372,True
P18340,126,126,True
P18406,379,379,True
P18419,113,113,True
P18421,240,240,True
P18422,255,255,True
P18433,802,802,True
P18440,290,290,True
P18505,474,474,True
P18506,449,449,True
P18507,475,467,False
P18509,176,176,True
P18519,416,416,True
P18545,87,87,True
P18564,788,788,True
P18572,389,389,True
P18576,341,341,True
P18577,417,417,True
P18581,657,657,True
P18583,2426,2426,True
P18596,1061,999,False
P18608,96,96,True
P18614,1180,1180,True
P18615,380,380,True
P18621,184,184,True
P18627,525,525,True
P18652,752,752,True
P18653,724,724,True
P18654,740,740,True
P18666,172,172,True
P18669,254,254,True
P18688,1237,1237,True
P18708,744,744,True
P18754,421,421,True
P18757,398,398,True
P18760,166,166,True
P18762,418,418,True
P18825,462,462,True
P18826,1241,1241,True
P18827,310,310,True
P18828,311,311,True
P18841,515,515,True
P18846,271,271,True
P18847,181,181,True
P18848,351,351,True
P18850,670,670,True
P18858,919,919,True
P18859,108,108,True
P18872,354,354,True
P18887,633,633,True
P18901,446,446,True
P18910,1057,1057,True
P18911,458,458,True
P19001,403,403,True
P19012,456,456,True
P19013,520,520,True
P19020,446,446,True
P19021,973,973,True
P19022,906,906,True
P19075,237,237,True
P19086,355,355,True
P19087,354,354,True
P19091,899,899,True
P19096,2504,2504,True
P19099,503,503,True
P19103,171,171,True
P19105,171,171,True
P19112,363,363,True
P19113,662,662,True
P19123,161,161,True
P19132,182,182,True
P19139,391,391,True
P19156,1034,1034,True
P19157,210,210,True
P19174,1290,1290,True
P19221,618,618,True
P19224,532,532,True
P19235,508,508,True
P19237,187,187,True
P19246,1090,1090,True
P19256,250,250,True
P19320,739,739,True
P19324,417,417,True
P19327,422,422,True
P19332,752,752,True
P19335,242,242,True
P19338,710,710,True
P19357,509,509,True
P19367,917,917,True
P19387,275,275,True
P19388,210,210,True
P19404,249,249,True
P19419,428,428,True
P19426,375,375,True
P19429,210,210,True
P19437,291,291,True
P19438,455,455,True
P19440,569,569,True
P19447,782,782,True
P19467,573,573,True
P19468,637,637,True
P19474,475,475,True
P19484,476,476,True
P19490,907,907,True
P19491,883,883,True
P19492,888,888,True
P19493,902,902,True
P19517,524,524,True
P19525,551,551,True
P19526,365,365,True
P19527,542,542,True
P19532,575,575,True
P19536,128,128,True
P19544,449,449,True
P19622,333,333,True
P19623,302,302,True
P19627,355,355,True
P19629,332,332,True
P19632,245,245,True
P19633,406,406,True
P19634,815,815,True
P19639,218,218,True
P19686,690,690,True
P19754,1134,1134,True
P19783,169,169,True
P19784,350,350,True
P19785,599,599,True
P19793,462,462,True
P19801,751,751,True
P19804,152,152,True
P19814,357,357,True
P19823,946,946,True
P19827,911,911,True
P19835,753,753,True
P19836,367,367,True
P19838,968,968,True
P19878,526,526,True
P19883,344,344,True
P19941,638,638,True
P19944,114,114,True
P19945,317,317,True
P19957,117,117,True
P19961,511,511,True
P19971,482,482,True
P19973,330,330,True
P20020,1220,1220,True
P20023,1033,1033,True
P20029,655,655,True
P20036,260,260,True
P20042,333,333,True
P20061,433,433,True
P20065,50,50,True
P20067,168,168,True
P20070,301,301,True
P20073,488,488,True
P20108,257,257,True
P20132,328,328,True
P20138,364,364,True
P20142,388,388,True
P20151,261,261,True
P20152,466,466,True
P20156,617,617,True
P20181,258,258,True
P20192,734,734,True
P20226,339,339,True
P20231,275,275,True
P20236,493,493,True
P20239,713,713,True
P20248,432,432,True
P20263,352,352,True
P20264,500,500,True
P20265,443,443,True
P20272,473,473,True
P20273,847,847,True
P20274,173,173,True
P20289,177,177,True
P20290,206,206,True
P20292,161,161,True
P20309,590,590,True
P20333,461,461,True
P20336,220,220,True
P20337,219,219,True
P20338,218,218,True
P20339,215,215,True
P20340,208,208,True
P20352,294,294,True
P20357,1828,1828,True
P20393,614,614,True
P20395,692,692,True
P20396,242,242,True
P20411,86,86,True
P20417,432,432,True
P20443,403,403,True
P20444,672,672,True
P20472,110,110,True
P20489,250,250,True
P20490,235,235,True
P20491,86,86,True
P20585,1137,1137,True
P20591,662,662,True
P20592,715,715,True
P20594,1047,1047,True
P20612,350,350,True
P20615,250,250,True
P20618,241,241,True
P20645,277,277,True
P20648,1035,1035,True
P20650,382,382,True
P20651,525,525,True
P20662,777,777,True
P20664,417,417,True
P20671,129,130,False
P20674,150,150,True
P20689,610,610,True
P20693,331,331,True
P20700,586,586,True
P20701,1170,1170,True
P20702,1163,1163,True
P20719,270,270,True
P20742,1482,1482,True
P20749,454,454,True
P20774,298,298,True
P20781,496,496,True
P20783,257,257,True
P20786,1088,1088,True
P20788,274,274,True
P20789,424,424,True
P20794,623,623,True
P20801,160,160,True
P20807,821,821,True
P20809,199,199,True
P20810,708,708,True
P20813,491,491,True
P20815,502,502,True
P20817,507,507,True
P20823,631,631,True
P20827,205,205,True
P20839,514,514,True
P20848,421,420,False
P20849,921,921,True
P20851,252,252,True
P20852,494,494,True
P20853,494,494,True
P20908,1838,1838,True
P20916,626,626,True
P20917,627,627,True
P20918,812,812,True
P20933,346,346,True
P20934,223,223,True
P20936,1047,1047,True
P20941,246,246,True
P20942,246,246,True
P20962,102,102,True
P20963,164,164,True
P21107,285,285,True
P21108,318,318,True
P21126,157,157,True
P21127,795,795,True
P21146,689,689,True
P21180,760,760,True
P21213,657,657,True
P21217,361,361,True
P21237,249,249,True
P21246,168,168,True
P21263,1893,1893,True
P21266,225,225,True
P21271,1818,1818,True
P21272,297,297,True
P21275,408,408,True
P21278,359,359,True
P21279,359,359,True
P21281,511,511,True
P21283,382,382,True
P21291,193,193,True
P21333,2647,2647,True
P21396,526,526,True
P21397,527,527,True
P21399,889,889,True
P21439,1286,1286,True
P21440,1276,1276,True
P21447,1276,1276,True
P21452,398,398,True
P21453,382,382,True
P21462,350,350,True
P21463,764,764,True
P21506,573,573,True
P21549,392,392,True
P21550,434,434,True
P21552,360,360,True
P21554,472,472,True
P21555,382,382,True
P21571,108,108,True
P21575,864,864,True
P21579,422,422,True
P21580,790,790,True
P21581,273,273,True
P21583,273,273,True
P21588,576,576,True
P21589,574,574,True
P21614,476,476,True
P21619,596,596,True
P21643,406,406,True
P21658,208,208,True
P21661,637,637,True
P21673,171,171,True
P21675,1872,1872,True
P21695,349,349,True
P21707,421,421,True
P21708,380,380,True
P21709,976,976,True
P21728,446,446,True
P21730,350,350,True
P21731,343,343,True
P21754,424,424,True
P21757,451,451,True
P21761,393,393,True
P21769,245,245,True
P21775,424,434,False
P21781,194,194,True
P21784,527,527,True
P21796,283,283,True
P21802,821,821,True
P21803,821,821,True
P21807,468,468,True
P21810,368,368,True
P21812,246,246,True
P21815,317,317,True
P21818,179,179,True
P21836,614,614,True
P21841,193,193,True
P21844,247,247,True
P21845,276,276,True
P21854,359,359,True
P21855,354,354,True
P21860,1342,1342,True
P21912,280,280,True
P21913,282,282,True
P21917,419,419,True
P21926,228,228,True
P21941,496,496,True
P21953,392,392,True
P21958,724,724,True
P21964,271,271,True
P21980,687,687,True
P21981,686,686,True
P21995,330,330,True
P22001,575,575,True
P22002,2169,2169,True
P22003,454,454,True
P22005,268,268,True
P22033,750,750,True
P22059,807,807,True
P22061,227,227,True
P22079,712,712,True
P22083,530,530,True
P22087,321,321,True
P22090,263,263,True
P22091,329,329,True
P22102,1010,1010,True
P22199,981,981,True
P22223,829,829,True
P22227,288,288,True
P22234,425,425,True
P22282,176,176,True
P22288,241,241,True
P22303,614,614,True
P22304,550,550,True
P22307,547,547,True
P22309,533,533,True
P22310,534,534,True
P22314,1058,1058,True
P22315,422,420,False
P22361,628,628,True
P22366,296,296,True
P22392,152,152,True
P22413,925,925,True
P22415,310,310,True
P22449,474,474,True
P22455,802,802,True
P22459,653,653,True
P22460,613,613,True
P22466,123,123,True
P22492,207,207,True
P22509,327,327,True
P22518,483,483,True
P22528,89,89,True
P22531,72,72,True
P22532,72,72,True
P22557,587,587,True
P22570,491,491,True
P22600,416,416,True
P22605,482,482,True
P22607,806,806,True
P22612,351,351,True
P22613,54,55,False
P22626,353,353,True
P22646,189,189,True
P22670,979,979,True
P22674,350,350,True
P22676,271,271,True
P22680,504,504,True
P22681,906,906,True
P22682,913,913,True
P22692,258,258,True
P22694,351,351,True
P22695,453,453,True
P22723,474,474,True
P22726,359,359,True
P22732,501,501,True
P22734,264,264,True
P22735,817,817,True
P22736,598,598,True
P22748,312,312,True
P22749,145,145,True
P22756,949,949,True
P22760,399,399,True
P22770,502,502,True
P22789,284,284,True
P22791,508,508,True
P22792,545,545,True
P22794,236,236,True
P22829,597,597,True
P22830,423,423,True
P22831,265,265,True
P22858,175,175,True
P22888,699,699,True
P22891,400,400,True
P22892,822,822,True
P22893,319,319,True
P22894,467,467,True
P22897,1456,1456,True
P22907,361,361,True
P22909,465,465,True
P22914,178,178,True
P22933,449,449,True
P22985,1331,1331,True
P23025,273,273,True
P23109,747,780,False
P23116,1344,1344,True
P23141,567,567,True
P23142,703,703,True
P23188,793,793,True
P23193,301,301,True
P23198,183,183,True
P23204,468,468,True
P23219,599,599,True
P23229,1130,1130,True
P23242,382,382,True
P23246,707,707,True
P23249,1004,1004,True
P23258,451,451,True
P23276,732,732,True
P23284,216,216,True
P23297,94,94,True
P23298,683,683,True
P23327,699,699,True
P23336,394,394,True
P23347,1234,1234,True
P23348,1227,1227,True
P23352,680,680,True
P23358,165,165,True
P23368,584,584,True
P23378,1020,1020,True
P23381,471,471,True
P23385,1199,1199,True
P23396,243,243,True
P23409,242,242,True
P23415,457,457,True
P23416,452,452,True
P23434,173,173,True
P23435,193,193,True
P23441,372,372,True
P23443,525,525,True
P23457,322,322,True
P23458,1154,1154,True
P23467,1997,1997,True
P23468,1912,1912,True
P23469,700,700,True
P23470,1445,1445,True
P23471,2315,2315,True
P23475,608,608,True
P23490,312,312,True
P23492,289,289,True
P23497,879,879,True
P23508,829,829,True
P23510,183,183,True
P23511,347,347,True
P23512,466,466,True
P23515,440,440,True
P23526,432,432,True
P23527,125,126,False
P23528,166,166,True
P23560,247,247,True
P23562,927,927,True
P23565,505,505,True
P23588,611,611,True
P23589,299,299,True
P23591,321,321,True
P23606,824,824,True
P23607,742,742,True
P23610,371,371,True
P23611,424,424,True
P23634,1241,1241,True
P23677,461,461,True
P23685,970,970,True
P23693,211,211,True
P23708,346,346,True
P23727,724,724,True
P23739,1841,1841,True
P23743,735,735,True
P23759,505,505,True
P23760,479,479,True
P23763,118,118,True
P23769,480,480,True
P23771,443,443,True
P23772,443,443,True
P23780,647,647,True
P23786,658,658,True
P23798,342,342,True
P23804,489,489,True
P23812,268,268,True
P23813,323,323,True
P23818,907,907,True
P23819,883,883,True
P23881,347,347,True
P23899,557,557,True
P23906,349,349,True
P23919,212,212,True
P23921,792,792,True
P23927,175,175,True
P23928,175,175,True
P23942,346,346,True
P23945,695,695,True
P23946,247,247,True
P23949,484,484,True
P23950,338,338,True
P23953,554,554,True
P23975,617,617,True
P23977,619,619,True
P24001,234,234,True
P24046,479,479,True
P24051,84,84,True
P24054,634,634,True
P24062,1370,1370,True
P24063,1162,1163,False
P24071,287,287,True
P24090,352,352,True
P24135,1265,1265,True
P24155,687,687,True
P24161,164,164,True
P24270,527,527,True
P24278,435,435,True
P24288,386,386,True
P24298,496,496,True
P24310,79,79,True
P24329,297,297,True
P24347,488,488,True
P24369,216,216,True
P24385,295,295,True
P24386,653,653,True
P24387,322,322,True
P24390,212,212,True
P24394,825,825,True
P24399,201,201,True
P24452,352,352,True
P24456,504,504,True
P24457,504,504,True
P24462,503,503,True
P24468,414,414,True
P24473,226,226,True
P24522,165,165,True
P24524,464,464,True
P24526,132,132,True
P24527,611,611,True
P24528,209,209,True
P24529,498,498,True
P24530,442,442,True
P24534,225,225,True
P24539,256,256,True
P24547,514,514,True
P24549,501,501,True
P24557,533,533,True
P24587,714,714,True
P24588,427,427,True
P24592,240,240,True
P24593,272,272,True
P24594,271,271,True
P24604,630,630,True
P24610,479,479,True
P24622,196,196,True
P24623,196,196,True
P24643,593,593,True
P24666,158,158,True
P24668,278,278,True
P24699,255,255,True
P24721,301,301,True
P24723,683,683,True
P24752,427,427,True
P24788,784,784,True
P24821,2201,2201,True
P24822,559,559,True
P24823,529,529,True
P24844,172,172,True
P24855,282,282,True
P24860,430,430,True
P24863,283,283,True
P24864,410,410,True
P24898,344,344,True
P24903,491,491,True
P24928,1970,1970,True
P24941,298,298,True
P24942,543,543,True
P25023,396,396,True
P25025,360,360,True
P25030,429,429,True
P25067,703,703,True
P25085,178,178,True
P25089,353,353,True
P25090,351,351,True
P25092,1073,1073,True
P25093,419,419,True
P25095,359,359,True
P25098,689,689,True
P25099,326,326,True
P25100,572,572,True
P25101,427,427,True
P25103,407,407,True
P25105,342,342,True
P25106,362,362,True
P25109,501,501,True
P25110,517,517,True
P25113,254,254,True
P25116,425,425,True
P25118,454,454,True
P25122,585,585,True
P25189,248,248,True
P25205,808,808,True
P25206,812,812,True
P25208,207,207,True
P25233,325,325,True
P25274,168,168,True
P25286,838,838,True
P25305,270,270,True
P25311,298,298,True
P25318,699,699,True
P25322,295,295,True
P25325,297,297,True
P25398,132,132,True
P25425,770,770,True
P25440,801,801,True
P25444,293,293,True
P25445,335,335,True
P25446,327,327,True
P25490,414,414,True
P25685,340,340,True
P25686,324,324,True
P25688,303,303,True
P25705,553,553,True
P25774,331,331,True
P25786,263,263,True
P25787,234,234,True
P25788,255,255,True
P25789,261,261,True
P25791,158,158,True
P25799,971,971,True
P25800,156,156,True
P25809,418,418,True
P25815,95,95,True
P25874,307,307,True
P25911,512,512,True
P25916,324,324,True
P25918,547,547,True
P25929,384,384,True
P25940,1745,1745,True
P25942,277,277,True
P25961,591,591,True
P25962,400,400,True
P25963,317,317,True
P25976,765,765,True
P25977,764,764,True
P26006,1051,1051,True
P26010,798,798,True
P26011,806,806,True
P26012,769,769,True
P26022,381,381,True
P26038,577,577,True
P26039,2541,2541,True
P26040,586,586,True
P26041,577,577,True
P26043,583,583,True
P26045,913,913,True
P26048,451,451,True
P26049,492,492,True
P26051,503,503,True
P26149,373,373,True
P26150,373,373,True
P26151,404,404,True
P26187,211,211,True
P26196,483,483,True
P26231,906,906,True
P26232,953,953,True
P26255,400,400,True
P26260,313,313,True
P26284,390,390,True
P26285,531,531,True
P26323,452,452,True
P26339,463,463,True
P26350,111,111,True
P26358,1616,1616,True
P26361,1476,1476,True
P26367,422,422,True
P26368,475,475,True
P26369,475,475,True
P26371,169,169,True
P26373,211,211,True
P26374,656,656,True
P26376,137,137,True
P26378,385,385,True
P26431,820,820,True
P26432,832,832,True
P26433,831,831,True
P26434,717,717,True
P26435,362,362,True
P26439,372,372,True
P26440,426,426,True
P26443,558,558,True
P26447,101,101,True
P26450,724,724,True
P26453,388,388,True
P26516,321,321,True
P26572,445,445,True
P26583,209,209,True
P26618,1089,1089,True
P26638,512,512,True
P26639,723,723,True
P26640,1264,1264,True
P26641,437,437,True
P26645,309,309,True
P26651,326,326,True
P26678,52,52,True
P26687,206,206,True
P26715,233,233,True
P26718,216,216,True
P26769,1090,1090,True
P26770,1064,1064,True
P26772,102,102,True
P26817,689,689,True
P26842,260,260,True
P26883,108,108,True
P26885,142,142,True
P26927,711,711,True
P26928,716,716,True
P26932,292,292,True
P26951,378,378,True
P26954,878,878,True
P26955,896,896,True
P26998,211,211,True
P27005,89,89,True
P27037,513,513,True
P27046,1150,1150,True
P27048,231,231,True
P27090,414,414,True
P27105,288,288,True
P27106,554,555,False
P27124,458,458,True
P27139,260,260,True
P27144,223,223,True
P27169,355,355,True
P27213,144,144,True
P27216,316,316,True
P27274,126,126,True
P27321,713,713,True
P27338,520,520,True
P27348,245,245,True
P27352,417,417,True
P27361,379,379,True
P27364,373,373,True
P27448,753,753,True
P27449,155,155,True
P27482,149,149,True
P27487,766,766,True
P27512,289,289,True
P27539,372,372,True
P27540,789,789,True
P27544,350,350,True
P27546,1125,1125,True
P27548,260,260,True
P27573,248,248,True
P27577,440,440,True
P27600,379,379,True
P27601,377,377,True
P27605,218,218,True
P27612,794,794,True
P27635,214,214,True
P27641,732,732,True
P27658,744,744,True
P27659,403,403,True
P27661,142,143,False
P27664,859,859,True
P27671,1262,1262,True
P27682,210,210,True
P27694,616,616,True
P27695,318,318,True
P27699,357,357,True
P27701,267,267,True
P27707,260,260,True
P27708,2225,2225,True
P27732,2203,2203,True
P27768,182,182,True
P27773,505,505,True
P27775,71,71,True
P27784,116,116,True
P27786,507,507,True
P27790,599,599,True
P27791,351,351,True
P27792,278,278,True
P27797,417,417,True
P27799,614,614,True
P27808,447,447,True
P27815,886,886,True
P27816,1152,1152,True
P27824,592,592,True
P27867,357,357,True
P27870,845,845,True
P27881,917,917,True
P27889,558,558,True
P27918,469,469,True
P27926,924,924,True
P27930,398,398,True
P27931,410,410,True
P27952,293,293,True
P27986,724,724,True
P27987,946,946,True
P28023,1280,1280,True
P28028,751,751,True
P28033,296,296,True
P28037,902,902,True
P28039,575,575,True
P28047,349,349,True
P28062,276,276,True
P28063,276,276,True
P28065,219,219,True
P28066,241,241,True
P28068,263,263,True
P28069,291,291,True
P28070,264,264,True
P28072,239,239,True
P28074,263,263,True
P28075,263,263,True
P28076,219,219,True
P28088,441,441,True
P28161,218,218,True
P28184,68,68,True
P28221,377,377,True
P28222,390,390,True
P28223,471,471,True
P28229,396,396,True
P28230,283,283,True
P28231,270,270,True
P28234,356,356,True
P28235,333,333,True
P28271,889,889,True
P28288,659,659,True
P28289,359,359,True
P28290,1259,1259,True
P28300,417,417,True
P28301,411,411,True
P28322,485,485,True
P28324,431,431,True
P28327,561,561,True
P28328,305,305,True
P28329,748,748,True
P28330,430,430,True
P28331,727,727,True
P28332,368,368,True
P28334,386,386,True
P28336,390,390,True
P28340,1107,1107,True
P28347,426,426,True
P28352,317,317,True
P28356,352,352,True
P28358,340,340,True
P28359,340,340,True
P28360,303,303,True
P28370,1054,1054,True
P28471,552,552,True
P28472,473,473,True
P28474,374,374,True
P28476,465,465,True
P28480,556,556,True
P28482,360,360,True
P28494,489,1148,False
P28562,367,367,True
P28563,367,367,True
P28564,386,386,True
P28566,365,365,True
P28570,635,635,True
P28571,692,692,True
P28572,638,638,True
P28573,637,637,True
P28574,160,160,True
P28575,584,584,True
P28647,320,320,True
P28649,503,503,True
P28650,457,457,True
P28651,291,291,True
P28652,542,542,True
P28656,391,391,True
P28658,475,475,True
P28659,486,486,True
P28660,1128,1128,True
P28661,478,478,True
P28663,298,298,True
P28665,1476,1476,True
P28666,1451,1451,True
P28667,200,200,True
P28676,217,217,True
P28693,1004,1004,True
P28698,734,734,True
P28700,467,467,True
P28702,533,533,True
P28704,520,520,True
P28705,463,463,True
P28715,1186,1186,True
P28738,956,956,True
P28740,705,705,True
P28741,701,701,True
P28749,1068,1068,True
P28776,407,407,True
P28799,593,593,True
P28818,1244,1244,True
P28827,1452,1452,True
P28828,1452,1452,True
P28838,519,519,True
P28843,760,760,True
P28845,292,292,True
