Q9HBQ8	Q9HBQ8
Q62288	Q9BQ16-1
Q62288	Q8BKV0
Q62288	Q9BQ16-6
Q62288	Q9BQ16-4
Q62288	Q8BKV0-2
Q8CI61	Q8CI61
Q8CI61	O95429
Q8CI61	Q5XIR5
Q69YH5	Q69YH5
Q69YH5	Q69YH5-2
Q69YH5	D4ADI8
Q69YH5	Q14B71
Q8R035	Q8R035
Q8R035	Q14197
Q8R035	D3ZDP2
Q8IYX3	Q8IYX3
Q8IYX3	Q8IYX3-1
Q8IYX3	Q80X53
Q8IYX3	Q4V8B5
Q9WTK3	Q9WTK3
Q9WTK3	O43292
Q9WTK3	Q6AYM8
Q9CQD6	Q9CQD6
Q9CQD6	O00631
Q9CQD6	P42532
Q9CQD6	Q6SLE7
P34810	P34810
P34810	P34810-2
P34810	P31996
P34810	Q4FZY1
P34810	P11279
P34810	P14562
P34810	P11438
P34810	P17047-3
P34810	P17047
P34810	P17046
P34810	P13473-2
P34810	P13473
Q96NL6	Q96NL6
Q96NL6	Q8CJ99
Q96NL6	G5E861
Q9Z1N3	Q9Z1N3
Q9Z1N3	Q8C170
Q9Z1N3	Q8C170-2
Q9Z1N3	B2RTY4-4
Q9Z1N3	B2RTY4-2
Q9Z1N3	B2RTY4
Q9Z1N3	E1BNV7
Q9Z1N3	Q13459-2
Q9Z1N3	Q9QY06-3
Q9Z1N3	Q9QY06
Q9Z1N3	Q13459
Q9Z1N3	Q63358
Q9Z1N3	E9PZW8
Q9Z1N3	Q8WXR4
Q9Z1N3	NP_001178830
Q9Z1N3	Q1EG27
Q9Z1N3	Q9Y4I1-3
Q9Z1N3	Q99104
Q9Z1N3	Q9Y4I1
Q9Z1N3	Q9Y4I1-2
Q9Z1N3	Q9QYF3
Q9Z1N3	E9Q1F5
Q9Z1N3	Q9NQX4
Q9Z1N3	F1M111
Q9Z1N3	P70569
Q9Z1N3	Q9ULV0
Q9Z1N3	Q9ULV0-2
Q9Z1N3	P21271
Q03468	Q03468
Q03468	F8VPZ5
Q03468	D3ZS47
Q03468	Q9Y620
Q03468	Q9Y620-2
Q03468	Q6PFE3
Q03468	NP_001178684
Q9EP80	Q9EP80
Q9EP80	Q62083
Q9EP80	Q9NRD5
Q92802-3	Q92802-3
O00541	O00541
O00541	Q9EQ61
O00541	Q3B8N8
O00541	O00541-2
Q14554	Q14554
Q14554	Q921X9
Q14554	Q5I0H9
Q812E4	Q812E4
Q812E4	Q80T23
Q812E4	Q8TDW5-2
Q812E4	Q8TDW5
Q9NP80	Q9NP80
Q9NP80	D3ZRC4
Q9NP80	Q8K1N1
Q709C8	Q709C8
Q709C8	Q709C8-2
Q709C8	Q709C8-3
Q709C8	XP_343419
Q709C8	NP_001094445
Q709C8	Q5H8C4
Q709C8	Q96RL7
Q709C8	Q96RL7-2
Q709C8	Q96RL7-3
Q709C8	Q8BX70
A2A9H6	A2A9H6
A2A9H6	XP_137868
A2A9H6	XP_001081536
A2A9H6	A6NM11
A2A9H6	O60309
A2A9H6	A6NMS7
A2A9H6	Q96QE4
Q8BFQ4	Q8BFQ4
Q8BFQ4	M0R565
Q8BFQ4	Q6UXN9
Q6WBX8	Q6WBX8
Q6WBX8	Q6WBX7
Q6WBX8	Q499V3
Q6WBX8	D3ZXM2
Q6WBX8	Q99638
Q6WBX8	Q9Z0F6
Q9ERZ6	Q9ERZ6
Q9ERZ6	Q5HY92
Q9ERZ6	D3ZYS4
Q9ERZ6	Q8BPY9
Q9ERZ6	Q6PIW4
Q9ERZ6	Q6PIW4-2
Q9ERZ6	Q6GX84
Q9ERZ6	A6NMB9
Q9ERZ6	J3QK54
Q99MB7	Q99MB7
Q99MB7	Q8WVD5
Q99MB7	Q6IV57
P08571	P08571
P08571	Q63691
P08571	P10810
Q9D8X5	Q9D8X5
Q9D8X5	Q60809
Q9D8X5	Q9UIV1
Q9D8X5	Q9UFF9
Q9D8X5	B3DMA5
Q9D8X5	Q5U2U9
O09160	O09160
O09160	P19526
O09160	Q10980
O09160	P97353
O09160	Q9WUE6
O09160	Q9JL27
O09160	Q10984
O09160	Q10981
Q96N46	Q96N46
Q96N46	Q96N46-3
Q96N46	Q9CSP9
Q96N46	NP_001101136
Q8NEZ3	Q8NEZ3
Q8NEZ3	Q3UGF1
Q8NEZ3	F1LV01
Q8IWP9	Q8IWP9
Q8IWP9	Q3UFK1
Q8IWP9	Q8CEG5
Q8IWP9	Q9BUN5
Q9ESB3	Q9ESB3
Q9ESB3	Q99PS8
Q9ESB3	P04196
Q9ESB3	Q9QXC1
Q9ESB3	Q9QX79
Q9ESB3	Q9UGM5
Q9BZQ6	Q9BZQ6
Q9BZQ6	Q2HXL6
Q9BZQ6	NP_001178600
Q9BZQ6	Q92611
Q9BZQ6	Q925U4
Q9BZQ6	Q9UKM7
Q9BZQ6	A2AJ15
Q9BZQ6	B2GUY0
Q9BZQ6	Q9BV94
Q9BZQ6	Q6AYI8
Q9BZQ6	Q8BJT9
Q9BZQ6	G3V9N9
Q9BZQ6	P45700
Q9BZQ6	P33908
Q9BZQ6	O60476
Q9BZQ6	P39098
Q9BZQ6	NP_001099922
Q9BZQ6	Q9NR34
Q9BZQ6	Q6NXK9
Q9BZQ6	D3Z979
Q8IZC6	Q8IZC6
Q8IZC6	Q80ZF0
Q8IZC6	Q5QNQ9
Q8IZC6	Q30D77
Q8IZC6	Q17RW2
Q8IZC6	P53420
Q8IZC6	Q9QZR9
Q8IZC6	Q9JI03
Q8IZC6	Q61245
Q8IZC6	P12107
Q8IZC6	O88207
Q8IZC6	P20908
Q8IZC6	P13942
Q8IZC6	Q64739
Q8IZC6	P20909
Q8IZC6	P12107-2
Q8IZC6	Q6MGB2
Q8IZC6	P25940
Q8IZC6	Q9JLI2
Q8IZC6	P05997
Q8IZC6	Q3U962
Q8IZC6	A0A8I6GEX8
Q8IZC6	P28481
Q8IZC6	P08123
Q8IZC6	P11087
Q8IZC6	P02452
Q8IZC6	P05539
Q8IZC6	P02454
Q8IZC6	P02466
Q8IZC6	P02458
Q8IZC6	Q01149
Q3V079	Q3V079
Q3V079	Q8ND07
Q9DBU0	Q9DBU0
Q9DBU0	O15321
Q9DBU0	Q66HF2
Q9DBU0	Q9HD45
Q9DBU0	Q9ET30
Q9DBU0	D3ZUD8
E9Q166	E9Q166
E9Q166	XP_235326
E9Q166	Q6PL18
E9Q166	Q9ULI0
E9Q166	A0A096MJU1
E9Q166	G3X963
E9Q166	Q8CDM1
E9Q166	Q63347
E9Q166	P46471
E9Q166	P35998
E9Q166	P62333
E9Q166	P62334
E9Q166	Q32PW9
E9Q166	O88685
E9Q166	P17980
E9Q166	Q63569
E9Q166	P62191
E9Q166	P62192
E9Q166	P62193
E9Q166	P62195
E9Q166	P62196
E9Q166	P62195-2
E9Q166	P62198
E9Q166	P54775
E9Q166	P43686-2
E9Q166	P43686
E9Q166	Q63570
Q9UN42	Q9UN42
Q9UN42	Q99ME6
Q9UN42	Q9R193
Q9UN42	P14231
Q9UN42	P14415
Q9UN42	P13638
Q9UN42	P54709
Q9UN42	P97370
Q9UN42	Q63377
Q9UN42	P14094
Q9UN42	P05026
Q9UN42	P07340
Q9UN42	P05027
Q9UN42	P50992
Q9UN42	P18434
Q9UN42	P51164
Q9UN42	P18598
Q6T4R5	Q6T4R5
Q6T4R5	NP_001178662
Q6T4R5	B2RXX7
Q93099	Q93099
Q93099	O09173
Q5JU85	Q5JU85
Q5JU85	Q5DU25
Q5JU85	D3ZV71
Q5JU85	D3Z6V7
Q5JU85	XP_003754801
Q5JU85	A4GZ26
Q5JU85	Q5JU85-3
Q5JU85	B4DGC5
Q5JU85	A0A0G2JUG7
Q5JU85	Q8R0S2
Q5JU85	Q6DN90
Q5JU85	NP_001193743
Q5JU85	Q6DN90-2
Q5JU85	E9PUA3
Q5JU85	Q3TES0
Q5JU85	Q3UHJ6
Q5JU85	Q9UPP2-2
Q5JU85	Q76M68
Q5JU85	Q9UPP2
Q96C12	Q96C12
Q96C12	Q96C12-4
Q96C12	Q5EBP3
Q96C12	Q5PQP9
Q61070	Q61070
Q61070	O14681
Q61070	Q4KM77
O94842	O94842
O94842	Q8BU11
O94842	Q99PM1
O94842	Q66JW3
O94842	D4A1U5
O94842	O94900
O94842	E9Q0B9
O94842	Q76IQ7
O94842	Q96NM4-4
O94842	A2A473
O94842	Q96NM4-2
O94842	Q96NM4
O94842	B7SBD2
O94842	O15405
O94842	Q80W03
Q9QZS7	Q9QZS7
Q9QZS7	Q9R044
Q9QZS7	O60500
Q92838	Q92838
Q92838	O54693
Q8WYQ4	Q8WYQ4
Q5T3J3	Q5T3J3
Q5T3J3	Q8CDD9
Q5T3J3	Q499M7
P0CJ71	P0CJ71
P0CJ71	S4R3P1
P0CJ71	P0CJ74
P0CJ71	S4R3Y5
P0CJ71	P0CJ77
P0CJ71	P0CJ69
P0CJ71	Q8IVG9
P0CJ71	P0CJ72
P0CJ71	P0CJ68
P0CJ71	P0CJ75
P0CJ71	P0CJ70
P0CJ71	P0DMP1
P0CJ71	P0CJ73
P0CJ71	P0CJ76
Q6PDM1	Q6PDM1
Q6PDM1	Q68DK7-3
Q6PDM1	D3ZBD0
Q6PDM1	Q68DK7
Q6PDM1	Q68DK7-2
Q86U70	Q86U70
Q86U70	O55203
Q86U70	O43679
Q86U70	Q86U70-2
Q86U70	P70662
Q86U70	D3ZT89
Q86U70	O43679-2
Q9NXF1	Q9NXF1
Q9NXF1	Q3URQ0
Q9NXF1	D4A401
Q9NXF1	Q9NXF1-2
Q9H204	Q9H204
Q9H204	P68943
Q9H204	Q920D3
Q9CZT4	Q9CZT4
Q9CZT4	D3ZP45
Q9CZT4	Q9NVU0
Q9CZT4	Q9NVU0-2
Q8WY41	Q8WY41
Q8WY41	Q80WY3
Q8WY41	D4A1F8
Q96LQ0	Q96LQ0
Q96LQ0	Q68FW6
Q96LQ0	D3Z0R2
Q8BWQ5	Q8BWQ5
Q8BWQ5	Q9C098
Q8BWQ5	Q60823
Q8BWQ5	Q9Y243
Q8BWQ5	Q63484
Q8BWQ5	Q9WUA6
Q8BWQ5	P31751
Q8BWQ5	P47197
Q8NG66	Q8NG66
Q8NG66	Q8NG66-4
Q8NG66	Q8C0Q4
P38936	P38936
P38936	Q683K8
P38936	Q64315
P38936	P39689
Q62388	Q62388
Q62388	D4ACL8
Q62388	Q13315
P29419	P29419
P29419	P56385
P29419	Q06185
Q9Y294	Q9Y294
Q9Y294	Q9CQE6
Q9Y294	B0BN69
Q9Y294	Q9NVP2
Q9Y294	Q9DAP7
Q9Y294	D3ZFM1
P22301	P22301
P22301	P18893
P22301	P29456
Q8BYR1	Q8BYR1
Q8BYR1	Q5XIA3
Q8BYR1	O60294
Q8BYR1	Q9UIC8-2
Q8BYR1	Q6P4Z6
Q8BYR1	A2RTH5
Q8BYR1	Q9UIC8
Q9NX20	Q9NX20
Q9NX20	Q99N93
Q9NX20	Q5M818
P28663	P28663
P28663	Q4G0M0
P28663	P54921
P28663	P85969
P28663	Q9DB05
P28663	P54920
P28663	Q9H115
O43325	O43325
O43325	Q9CQB7
O43325	B2RYU8
Q9BVC4	Q9BVC4
Q9BVC4	Q9BVC4-4
Q9BVC4	Q9Z2K5
Q9BVC4	Q9DCJ1
Q922J9	Q922J9
Q922J9	Q66H50
Q922J9	Q8WVX9
Q922J9	Q7TNT2
Q922J9	Q96K12
Q96F81	Q96F81
Q96F81	D3ZWU2
Q96F81	Q3TDN0
Q96F81	A7MBM2
Q96F81	D3ZBZ6
Q96F81	Q8CIP5
XP_237548	XP_237548
XP_237548	Q3UHU5
XP_237548	Q9Y4B5
XP_237548	Q9Y4B5-4
XP_237548	Q9Y4B5-2
XP_237548	Q5TF21
XP_237548	Q6NZL0
XP_237548	D4A0A1
XP_237548	O94964-2
XP_237548	O94964-3
XP_237548	O94964
XP_237548	XP_230787
XP_237548	A2ACV6
XP_237548	E1U8D0
Q7Z6P3	Q7Z6P3
Q7Z6P3	F1M8M0
Q7Z6P3	Q8CB87
Q7Z6P3	Q5JT25
Q7Z6P3	Q5JT25-2
Q7Z6P3	P59190
Q7Z6P3	P35289
Q7Z6P3	Q3TYH2
Q7Z6P3	P59190-2
Q7Z6P3	P51159
Q7Z6P3	Q9ERI2
Q7Z6P3	P51159-2
Q7Z6P3	Q99P58
Q7Z6P3	O00194
Q7Z6P3	Q99P74
Q7Z6P3	P23640
Q7Z6P3	Q64008
Q7Z6P3	Q9BZG1-2
Q7Z6P3	Q9BZG1-4
Q7Z6P3	Q9BZG1
Q7Z6P3	Q5U1Y1
Q7Z6P3	NP_001015023
Q7Z6P3	P35290
Q7Z6P3	Q969Q5
Q7Z6P3	Q9H0N0
Q7Z6P3	P20340
Q7Z6P3	P35279
Q7Z6P3	NP_445818
Q7Z6P3	Q53S08
Q7Z6P3	P61294
Q7Z6P3	P20340-2
Q7Z6P3	Q9NRW1
Q7Z6P3	A0A0G2JT78
Q7Z6P3	P51148-2
Q7Z6P3	NP_001099310
Q7Z6P3	P35278
Q7Z6P3	M0RC99
Q7Z6P3	P51148
Q7Z6P3	P61021
Q7Z6P3	P20339
Q7Z6P3	P61020
Q7Z6P3	Q9CQD1
Q7Z6P3	A1L1J8
Q7Z6P3	Q13637
Q7Z6P3	P57729
Q7Z6P3	Q8QZZ8
Q7Z6P3	Q9CZE3
Q7Z6P3	Q63483
Q7Z6P3	D4AEG2
Q7Z6P3	Q91YQ1
Q7Z6P3	O14966
Q7Z6P3	O14966-2
Q7Z6P3	Q63481
Q7Z6P3	Q9WTL2
Q7Z6P3	Q9NP72-2
Q7Z6P3	Q9NP72
Q7Z6P3	Q5EB77
Q7Z6P3	P35293
Q7Z6P3	B5DFJ1
Q7Z6P3	Q8CEC5
Q7Z6P3	Q9NYS0
Q7Z6P3	Q9NYR9
Q7Z6P3	Q9CR56
Q7Z6P3	D3ZCK2
Q7Z6P3	Q9NYR9-4
Q8CCI5	Q8CCI5
Q8CCI5	F1M771
Q8CCI5	Q8N488
Q8CCI5	NP_001128343
Q8CCI5	Q99LW6
Q8CCI5	Q8IY57-3
Q8CCI5	Q8IY57
Q9H8H3	Q9H8H3
Q9H8H3	Q6UX53
Q9H8H3	Q8C6B0
Q9H8H3	Q5I0W6
Q9H8H3	G3X9G9
Q9H8H3	Q9DD20
Q9H8H3	Q3KRE2
Q9H8H3	Q562C4
Q12796	Q12796
Q12796	Q3TWH3
Q12796	Q63647
Q12796	Q9CR73
Q12796	Q9NPJ4
Q12796	Q66HE1
A2A3L6	A2A3L6
A2A3L6	Q8BYG0
A2ANU3	A2ANU3
A2ANU3	Q9H7V2
A2ANU3	Q58DZ9
A2ANU3	A6NDD5
A2ANU3	Q6ZNR0
A2ANU3	Q8C581
A2ANU3	Q3USQ7
Q8BH83	Q8BH83
Q8BH83	Q96BM1
Q6ZQX7	Q6ZQX7
Q6ZQX7	D3ZRL2
Q6ZQX7	Q810M6
Q9NY43	Q9NY43
Q9NY43	O88181
Q9NY43	Q8VIB5
Q9NY43	O70584
Q5ND04	Q5ND04
Q5ND04	Q4G112
Q9Y584	Q9Y584
Q9Y584	Q9CQ85
Q9Y584	Q9JKW1
Q96HD9	Q96HD9
Q96HD9	Q5M876
Q96HD9	Q91XE4
Q96HD9	P45381
Q96HD9	Q8R3P0
Q96HD9	Q9R1T5
Q8NFR7	Q8NFR7
Q8NFR7	Q6P5U8
O88713	O88713
O88713	Q64335
Q86XE5	Q86XE5
Q86XE5	Q9DCU9
Q86XE5	D4A2K1
Q497K6	Q497K6
Q9DA62	Q9DA62
Q9DA62	Q8C1R9
Q9DA62	Q9DAI5
Q9DA62	Q497P9
Q8N205	Q8N205
Q8N205	Q8CII8
Q8N205	Q5M844
Q9R244	Q9R244
Q9R244	Q9R283
Q9R244	Q9UBN4-5
Q9R244	O35119
Q9R244	Q9QUQ5
Q9R244	Q9UBN4
Q9R244	Q9QX29
Q9R244	Q9UL62
Q9R244	Q9Y210
Q9R244	Q9Y210-2
Q9R244	Q9HCX4
Q9R244	Q9WVC5
Q9R244	Q99N77
Q9R244	Q99N78
Q9R244	Q61143
Q9R244	Q13507
Q9R244	Q9JMI9
Q9R244	Q9QZC1
Q9R244	Q13507-3
Q9R244	Q61056
Q9R244	P48995
Q9R244	Q9QX01
Q5VVM6	Q5VVM6
Q5VVM6	Q8BVF4
Q5VVM6	Q8BVF4-3
Q8BKJ9	Q8BKJ9
Q8BKJ9	Q9NRC8
Q8BKJ9	B2RZ55
Q8BKJ9	Q8N6T7
Q8BKJ9	P59941
Q8BKJ9	NP_001026819
Q8BKJ9	Q8N6T7-2
A6NLC5	A6NLC5
A6NLC5	Q6GQU0
Q8N365	Q8N365
Q8N365	Q3TQ03
Q5VZY2	Q5VZY2
Q5VZY2	Q0VBU9
Q5VZY2	Q8NEB5
Q5VZY2	Q3UMZ3
EDL35794	EDL35794
Q8BXX9	Q8BXX9
Q7Z3B0	Q7Z3B0
Q7Z3B0	Q3UTD9
Q9BV87	Q9BV87
Q9BV87	Q8K158
Q9BV87	Q6P7B2
Q96CW5	Q96CW5
Q96CW5	P58854
Q96CW5	D3ZMR7
Q96CW5	Q96CW5-3
O75663	O75663
O75663	Q8BH58
O75663	A2VCX1
Q8R1N4	Q8R1N4
Q8R1N4	Q8IVD9
Q8R1N4	Q32PY7
Q6AY02	Q6AY02
Q6AY02	Q8JZX4
Q6AY02	Q96I25
Q12986	Q12986
Q12986	Q12986-3
Q12986	Q4V7B3
Q12986	B1AY10
Q12986	Q12986-2
Q12986	F1LNF3
Q12986	Q6ZNB6-2
Q12986	Q6ZNB6
Q12986	E9Q8I7
Q8WV44	Q8WV44
Q8WV44	F1LMK2
Q8WV44	Q5NCC3
Q8WV44	Q96A61
Q8WV44	Q9ESN2
Q8WV44	Q6MFZ5
Q8WV44	Q9HCM9
Q8WV44	A0A096LP39
Q8WV44	Q9HCM9-2
Q8WV44	Q9WUH5
Q8WV44	Q9UDY6
Q8WV44	Q9C019
Q8WV44	Q9H2S5
Q8WV44	Q920M2
P63028	P63028
P63028	P13693
P63028	Q9HAU6
P63028	Q56UQ5
P63028	P63029
P30876	P30876
P30876	G3V8Y5
P30876	Q8CFI7
P30876	D3ZV30
P30876	P59470
P30876	Q9NW08
P30876	Q9NW08-2
Q9H074	Q9H074
Q9H074	D3ZZF8
Q9H074	Q9H074-2
Q9H074	Q8VE62
P16460	P16460
P16460	P00966
P16460	P14568
P16460	P09034
Q9CPW7	Q9CPW7
Q9CPW7	Q96NC0
Q9CPW7	D4AD01
Q9WV03	Q9WV03
Q9WV03	Q14320
Q9WV03	G3V9M8
Q9WV03	Q9WTJ8
Q9WV03	Q9Y247
Q9UBZ9	Q9UBZ9
Q9UBZ9	D3ZRU9
Q9UBZ9	Q920Q2
Q9Y232	Q9Y232
Q9Y232	Q6AYK9
Q9Y232	Q9WTK2
Q9Y232	Q9Y232-2
Q9Y232	Q8N8U2
Q9Y232	Q9D5D8
Q9Y232	Q9Y6F7
Q9Y232	Q9Y6F8
Q9Y232	O75521
Q9Y232	O75521-2
Q9Y232	Q5XIC0
Q9Y232	Q9WUR2
Q9Y232	Q5M884
Q9Y232	Q78JN3
Q8WXS5	Q8WXS5
Q8WXS5	Q8VHW2
Q8WXS5	Q8VHW5
Q8WXS5	Q9Y698
Q8WXS5	O88602
Q8WXS5	Q71RJ2
Q8WXS5	O60359
Q8WXS5	Q8VHX0
Q8WXS5	Q9JJV5
Q8WXS5	Q9JJV4
Q8WXS5	Q9UBN1
Q8WXS5	Q8VHW9
Q8WXS5	P62957
Q8WXS5	Q8VHW8
Q8WXS5	Q8VHW4
Q8WXS5	Q9UF02
Q8WXS5	P62956
Q8WXS5	P62955
Q9JLB9	Q9JLB9
Q9JLB9	Q9NQS3-3
Q9JLB9	D4A5C0
Q9JLB9	Q9JLB9-3
Q9JLB9	Q9NQS3
Q9JLB9	XP_002695134
Q9JLB9	Q92692
Q9JLB9	Q92692-2
Q9JLB9	P32507
Q9JLB9	Q5FVC5
Q9JLB9	P15151
Q9JLB9	P32507-2
Q9JLB9	Q60977
Q9JLB9	Q5U334
Q9JLB9	Q15223
Q9JLB9	F1LNP8
Q9JLB9	Q9JKF6
Q9JLB9	Q9JKF6_VAR_G428S
Q9JLB9	Q15223-2
Q9JLB9	P09564
Q9JLB9	P50283
Q9JKC8	Q9JKC8
Q9JKC8	P53676
Q9JKC8	Q9Y2T2
Q9JKC8	P53677
Q9JKC8	Q8R2R9
Q9JKC8	P53678
O43324	O43324
O43324	Q9D1M4
O43324	B2RYN3
P97878	P97878
P97878	Q3TPX4
P97878	O00471
Q9H7M9	Q9H7M9
Q9H7M9	G3V9P3
Q9H7M9	Q9D659_S232SS
Q9H7M9	Q9D659
Q9BZJ0	Q9BZJ0
Q9BZJ0	P63154
Q9BZJ0	P63155
Q9NQC7	Q9NQC7
Q9NQC7	Q66H62
Q9NQC7	Q80TQ2
Q5T7B8	Q5T7B8
Q5T7B8	Q5T7B8-2
Q5T7B8	Q6NWW5
Q5T7B8	O00139-4
Q5T7B8	P28740
Q5T7B8	Q9WV63
Q5T7B8	P28740-2
Q5T7B8	O00139-2
Q5T7B8	O00139
Q5T7B8	P28740-1
Q5T7B8	Q9WV63-2
Q5T7B8	Q9BVG8-6
Q5T7B8	O35231
Q5T7B8	A1A5P4
Q5T7B8	Q9BVG8
Q12840	Q12840
Q12840	O60282
Q12840	P33175
Q12840	Q6QLM7
Q12840	P28738
Q12840	P56536
Q12840	Q2PQA9
Q12840	Q61768
Q12840	P33176
O43474	O43474
O43474	Q60793
O43474	Q923V7
O43474	Q9ET58
O43474	Q9Y5W3
O43474	Q60843
O43474	Q13351
O43474	P46099
O43474	Q13887
O43474	Q9Z0Z7
O43474	Q66HP1
O43474	O95600
O43474	Q8BLM0
Q9JKV1	Q9JKV1
Q9JKV1	Q16186
Q9JKV1	Q9JMB5
Q9CPU4	Q9CPU4
Q9CPU4	D4ADS4
Q9CPU4	O14880
Q99J27	Q99J27
Q99J27	Q6AYY8
Q99J27	O00400
Q9D032	Q9D032
Q9D032	Q9R050
Q9D032	Q9BWW4
Q9D032	Q9BWW4-2
Q9D032	Q9BWG4
Q9D032	Q9CYZ8
Q9D032	F1M3J3
Q9D032	P81877-3
Q9D032	Q9CYZ8-2
Q9D032	P81877
Q9D032	P81877-5
Q9D032	Q6AY89
Q9D032	Q99LZ8
P97564	P97564
P97564	Q61586
P97564	Q9HCL2
P97564	D3ZI76
P97564	Q14DK4
P97564	Q6NUI2
P97564	Q6NUI2-4
O95153	O95153
O95153	A6NJZ7
O95153	Q9UFD9
O95153	A6NNM3
O95153	Q9JIR0
O95153	Q7TNF8
O95153	Q80U40
O95153	Q9JIR1
O95153	O15034
O95153	XP_001064091
O95153	Q3V0F0
Q9D7P6	Q9D7P6
Q9D7P6	Q9H1K1
Q9D7P6	B2RZ79
Q9D7P6	Q17QE6
Q9D7P6	Q9H1K1-2
Q9BQI9	Q9BQI9
Q9BQI9	Q9JHR9
Q9BQI9	Q9NQ35
Q9BQI9	D4A2K5
Q9BQI9	Q9JJR9
Q99L48	Q99L48
Q99L48	Q96D46
Q99L48	B1WC44
Q8NEE8	Q8NEE8
Q8NEE8	Q8C1F5
Q5JR59	Q5JR59
Q5JR59	A0JPQ3
Q5JR59	Q3UHD3
Q5JR59	A6NI79
Q5JR59	Q3TCJ8
P20839-6	P20839-6
P20839-6	P20839-7
P20839-6	P12268
P20839-6	E9PU28
P20839-6	D3ZLZ7
P20839-6	P20839-3
P20839-6	P24547
P20839-6	P50096
P20839-6	P20839
P43897	P43897
P43897	Q9CZR8
P43897	Q9QYU2
Q8CFI5	Q8CFI5
Q8CFI5	Q7L3T8
Q8CFI5	Q5M7W7
Q07617	Q07617
Q07617	Q80ZX8
Q07617	Q5U2X2
Q07617	Q3KRD5
Q07617	Q9CYG7
Q07617	Q15785
Q07617	Q9CYG7-2
Q96Q07	Q96Q07
Q96Q07	Q8C726
Q96Q07	Q5PQR3
Q96Q07	Q96Q07-2
P52825	P52825
P52825	P23786
P52825	P18886
Q92908	Q92908
Q92908	Q92908-2
Q92908	G1FC91
Q92908	Q61169
Q92908	P46153
Q92908	P17678
Q92908	P43694
Q92908	Q08369
Q92908	P46152
Q92908	P97489
Q92908	Q9BWX5
Q92908	Q5U2V0
Q92908	P17679
Q92908	P15976-2
Q92908	P43429
Q92908	P15976
Q92908	O09100
Q92908	P23769
Q92908	Q924Y4
Q92908	Q99NH5
Q92908	P23772
Q92908	P23771-2
Q92908	P23771
Q06138	Q06138
Q06138	Q5XIJ7
Q06138	Q9Y376
Q06138	A0A0G2JZH0
Q06138	Q9DB16
Q06138	Q9H9S4
Q8R0K4	Q8R0K4
Q8R0K4	M0RAS3
Q8R0K4	Q6PK04
Q8CJF8	Q8CJF8
Q8CJF8	Q9HCK5
Q8CJF8	F1LUS2
Q8CJF8	D4AC38
Q8CJF8	Q8CJG1
Q8CJF8	Q9UL18
Q8CJF8	Q9QZ81
Q8CJF8	Q9H9G7
Q8CJF8	Q8CJG0
Q8CJF8	Q9UKV8
Q8CJF8	Q8CJF9
Q99426	Q99426
Q99426	Q1RP74
Q99426	Q9D1E6
Q9UJX4	Q9UJX4
Q9UJX4	Q9UJX4-2
Q9UJX4	Q8BTZ4
Q9UJX4	A1L1K3
Q9JMG6	Q9JMG6
Q9JMG6	Q3U1J1
Q9JMG6	P0C1Z6
Q9JMG6	Q3U1J1-2
Q9QXU8	Q9QXU8
Q9QXU8	Q62698
Q9QXU8	Q8R1Q8
Q9QXU8	Q9Y6G9
Q9QXU8	Q6PDL0
Q9QXU8	O43237
Q9QXU8	Q90828
Q9QXU8	F1MBQ0
Q8R4E9	Q8R4E9
Q8R4E9	Q9H211
Q66JX5	Q66JX5
Q66JX5	O95684
Q66JX5	Q4V7C1
Q66JX5	O95684-2
Q8VDM6	Q8VDM6
Q8VDM6	D4A962
Q8VDM6	Q9BUJ2-2
Q8VDM6	Q9BUJ2
Q8VDM6	Q00839
Q8VDM6	Q6IMY8
Q8VDM6	Q8VEK3
Q8VDM6	Q00839-2
Q8VDM6	Q1KMD3
Q8VDM6	Q00PI9
Q8VDM6	D4ABT8
Q8TAQ2	Q8TAQ2
Q8TAQ2	Q6PDG5
Q8TAQ2	D4A510
Q8TAQ2	Q8TAQ2-3
Q8TAQ2	Q8TAQ2-2
Q8TAQ2	NP_001165695
Q8TAQ2	Q92922
Q8TAQ2	NP_001100331
Q8TAQ2	P97496
Q96AY2	Q96AY2
Q96AY2	D3ZCS5
Q96AY2	Q8BJW7
Q96AY2	A4GXA9
Q96AY2	Q56A04
P02671	P02671
P02671	P02671-2
P02671	E9PV24
P02671	P06399
P02671	P02679
P02671	P02680
P02671	P02679-2
P02671	Q8VCM7
D9I304	D9I304
O75175	O75175
O75175	Q8K0V4
O75175	D3ZUV9
O43181	O43181
O43181	Q5XIF3
O43181	Q02375
O43181	Q9CXZ1
Q9H400	Q9H400
Q9H400	Q9EQR5
Q9BZD4	Q9BZD4
Q9BZD4	Q99P69
Q9BZD4	Q6AYL9
Q92900	Q92900
Q92900	Q9EPU0
Q92900	Q92900-2
Q92900	F1LY19
Q92900	Q9EPU0-2
Q92900	P40694
Q92900	P38935
Q92900	Q9EQN5
Q148R9	Q148R9
Q148R9	Q6ZS82
Q6NUN7	Q6NUN7
Q6NUN7	E9Q793
P01831	P01831
P01831	P01830
P01831	P04216
O60281	O60281
O60281	O60281-2
O60281	D3ZXZ1
O60281	Q9Z2U2
O60281	Q8IZM8
O60281	XP_237855
O60281	Q9DAU9
Q8BIQ8	Q8BIQ8
Q8BIQ8	XP_001079020
Q8BIQ8	Q6IQ21
Q8WZ60	Q8WZ60
Q8WZ60	Q6V595
Q8WZ60	Q8BRG6
